"Season","Sector","Category","Crop","QueryType","QueryText","KCCAns","StateName","DistrictName","BlockName","CreatedOn"
"KHARIF","AGRICULTURE","Others","Others","Market Information","Asking about weather forecast?","THIS WEEK WEATHER IS MOSTLY CLEAR TEMP -MIN.-26 DEGREE AND MAX.- 38","MAHARASHTRA","WASHIM","MALEGAON                                          ","2018-10-19 14:28:59.827"
"KHARIF","AGRICULTURE","Others","Others","Market Information","Asking about weather forecast?","THIS WEEK WEATHER IS MOSTLY CLEAR TEMP -MIN.-26 DEGREE AND MAX.- 38","MAHARASHTRA","WASHIM","MALEGAON                                          ","2018-10-19 14:28:59.827"
"RABI","HORTICULTURE","Vegetables","Tomato","Seeds and Planting Material","VARIETIES OF TOMATO ?","VARIETIES OF TOMATO -PUSA RUBI PUSA SHITAL ARKA GAURAV ROMA RUPALI VAISHALI  BHAGYASHREE JKTH-811 JK -AKSHAY","MAHARASHTRA","WASHIM","MALEGAON                                          ","2018-10-19 14:35:46.347"
"RABI","HORTICULTURE","Vegetables","Tomato","Seeds and Planting Material","VARIETIES OF TOMATO ?","VARIETIES OF TOMATO -PUSA RUBI PUSA SHITAL ARKA GAURAV ROMA RUPALI VAISHALI  BHAGYASHREE JKTH-811 JK -AKSHAY","MAHARASHTRA","WASHIM","MALEGAON                                          ","2018-10-19 14:35:46.347"
"KHARIF","AGRICULTURE","Pulses","Pigeon pea (red gram/arhar/tur)","Market Information","FARMER ASKED ABOUT MARKET RATE OF Tur ?","MARKET RATE OF tur 3312-3616 RS/QTL","MAHARASHTRA","WASHIM","MALEGAON                                          ","2018-10-19 15:10:44.277"
"KHARIF","AGRICULTURE","Pulses","Pigeon pea (red gram/arhar/tur)","Market Information","FARMER ASKED ABOUT MARKET RATE OF Tur ?","MARKET RATE OF tur 3312-3616 RS/QTL","MAHARASHTRA","WASHIM","MALEGAON                                          ","2018-10-19 15:10:44.277"
"KHARIF","AGRICULTURE","Others","Others","Weather","Asking about weather forecast?","This week  weather is CLOUDY and light Possibility of Rainfall.","MAHARASHTRA","WASHIM","MANGRULPIR                                        ","2018-10-19 15:17:57.990"
"KHARIF","AGRICULTURE","Others","Others","Weather","Asking about weather forecast?","This week  weather is CLOUDY and light Possibility of Rainfall.","MAHARASHTRA","WASHIM","MANGRULPIR                                        ","2018-10-19 15:17:57.990"
"KHARIF","AGRICULTURE","Pulses","Pigeon pea (red gram/arhar/tur)","	Plant Protection	","DRENCHING","DRAINCHING OF BLUE COPPER 30 GM /15 LITER WATER","MAHARASHTRA","WASHIM","KARANJA                                           ","2018-10-19 15:19:58.513"
"KHARIF","AGRICULTURE","Pulses","Pigeon pea (red gram/arhar/tur)","	Plant Protection	","DRENCHING","DRAINCHING OF BLUE COPPER 30 GM /15 LITER WATER","MAHARASHTRA","WASHIM","KARANJA                                           ","2018-10-19 15:19:58.513"
"KHARIF","AGRICULTURE","Others","Others","Weather","Asking about weather forecast?","This week  weather is CLOUDY and light Possibility of Rainfall.","MAHARASHTRA","WASHIM","WASHIM                                            ","2018-10-19 15:32:19.020"
"KHARIF","AGRICULTURE","Others","Others","Weather","Asking about weather forecast?","This week  weather is CLOUDY and light Possibility of Rainfall.","MAHARASHTRA","WASHIM","WASHIM                                            ","2018-10-19 15:32:19.020"
"RABI","AGRICULTURE","Others","Others","Weather","Asking about weather forecast ?","THIS WEEK WEATHER IS CLOUDY AND NO RAINFALL CHANCES DURING THIS WEEK","MAHARASHTRA","WASHIM","MANGRULPIR                                        ","2018-10-19 16:20:38.487"
"RABI","AGRICULTURE","Others","Others","Weather","Asking about weather forecast ?","THIS WEEK WEATHER IS CLOUDY AND NO RAINFALL CHANCES DURING THIS WEEK","MAHARASHTRA","WASHIM","MANGRULPIR                                        ","2018-10-19 16:20:38.487"
"KHARIF","AGRICULTURE","Pulses","Pigeon pea (red gram/arhar/tur)","Fertilizer Use and Availability","ASKED ABOUT FERTILIZER DOSE FOR PIGEON PEA ?","SPRAY 12 61 00 40 60 GM + MICROLLA  30 ML /15 LITERS OF WATER","MAHARASHTRA","WASHIM","RISOD                                             ","2018-10-19 16:28:55.287"
"KHARIF","AGRICULTURE","Pulses","Pigeon pea (red gram/arhar/tur)","Fertilizer Use and Availability","ASKED ABOUT FERTILIZER DOSE FOR PIGEON PEA ?","SPRAY 12 61 00 40 60 GM + MICROLLA  30 ML /15 LITERS OF WATER","MAHARASHTRA","WASHIM","RISOD                                             ","2018-10-19 16:28:55.287"
"RABI","AGRICULTURE","Others","Others","Government Schemes","ASKING ABOUT SUBSIDY ON AGRICULTURAL EQUIPMENTS ?","25-50 %SUBSIDY ON AGRICULTURAL EQUIPMENT MORE DETAIL PLEASE VISIT YOUR TAHASIL AGRICULTURE OFFICER.","MAHARASHTRA","WASHIM","WASHIM                                            ","2018-10-19 16:33:05.027"
"RABI","AGRICULTURE","Others","Others","Government Schemes","ASKING ABOUT SUBSIDY ON AGRICULTURAL EQUIPMENTS ?","25-50 %SUBSIDY ON AGRICULTURAL EQUIPMENT MORE DETAIL PLEASE VISIT YOUR TAHASIL AGRICULTURE OFFICER.","MAHARASHTRA","WASHIM","WASHIM                                            ","2018-10-19 16:33:05.027"
"RABI","AGRICULTURE","Others","Others","Government Schemes","Asked About SMS Activation?","TO START SMS SERVICE PLEASE TYPE SMS  Kisaan1 AND SEND IT TO 7738299899","MAHARASHTRA","WASHIM","WASHIM                                            ","2018-10-19 16:40:32.203"
"RABI","AGRICULTURE","Others","Others","Government Schemes","Asked About SMS Activation?","TO START SMS SERVICE PLEASE TYPE SMS  Kisaan1 AND SEND IT TO 7738299899","MAHARASHTRA","WASHIM","WASHIM                                            ","2018-10-19 16:40:32.203"
"KHARIF","AGRICULTURE","Others","Others","Weather","Asking about weather forecast ?","This week weather is CLOUDY and LIGHT Possibility of Rainfall","MAHARASHTRA","WASHIM","KARANJA                                           ","2018-10-19 16:42:02.450"
"KHARIF","AGRICULTURE","Others","Others","Weather","Asking about weather forecast ?","This week weather is CLOUDY and LIGHT Possibility of Rainfall","MAHARASHTRA","WASHIM","KARANJA                                           ","2018-10-19 16:42:02.450"
"RABI","AGRICULTURE","Pulses","Pigeon pea (red gram/arhar/tur)","Fertilizer Use and Availability","FOR FLOWERING ?","Spray Boom flower 30 ml+00 52 34 60 gm/15 lit of Water. (NITROBENZINE 20%)DEVI CROP SCIENCE","MAHARASHTRA","WASHIM","MANGRULPIR                                        ","2018-10-19 17:01:52.097"
"RABI","AGRICULTURE","Pulses","Pigeon pea (red gram/arhar/tur)","Fertilizer Use and Availability","FOR FLOWERING ?","Spray Boom flower 30 ml+00 52 34 60 gm/15 lit of Water. (NITROBENZINE 20%)DEVI CROP SCIENCE","MAHARASHTRA","WASHIM","MANGRULPIR                                        ","2018-10-19 17:01:52.097"
"KHARIF","AGRICULTURE","Pulses","Pigeon pea (red gram/arhar/tur)","	Plant Protection	","ASKED ABOUT ATTACK OF CATERPILLAR ON PIGEON PEA ?","ATTACK OF CATERPILLAR ON PIGEON PEA : Spray Chloropyriphos 30 ml/15 Lit of Water.","MAHARASHTRA","WASHIM","WASHIM                                            ","2018-10-19 17:04:24.307"
"KHARIF","AGRICULTURE","Pulses","Pigeon pea (red gram/arhar/tur)","	Plant Protection	","ASKED ABOUT ATTACK OF CATERPILLAR ON PIGEON PEA ?","ATTACK OF CATERPILLAR ON PIGEON PEA : Spray Chloropyriphos 30 ml/15 Lit of Water.","MAHARASHTRA","WASHIM","WASHIM                                            ","2018-10-19 17:04:24.307"
"KHARIF","AGRICULTURE","Others","Others","Weather","Asking about weather forecast ?","This week weather is CLEAR SKY and  NO possibility of rainfall.","MAHARASHTRA","WASHIM","WASHIM                                            ","2018-10-19 17:06:09.450"
"KHARIF","AGRICULTURE","Others","Others","Weather","Asking about weather forecast ?","This week weather is CLEAR SKY and  NO possibility of rainfall.","MAHARASHTRA","WASHIM","WASHIM                                            ","2018-10-19 17:06:09.450"
"RABI","AGRICULTURE","Pulses","Pigeon pea (red gram/arhar/tur)","Fertilizer Use and Availability","ASKING ABOUT FLOWER DROP IN PIGEON PEA ?","SPRAY CALSIBOR 30 GM /15 LITERS OF WATER","MAHARASHTRA","WASHIM","MANGRULPIR                                        ","2018-10-19 17:06:35.330"
"RABI","AGRICULTURE","Pulses","Pigeon pea (red gram/arhar/tur)","Fertilizer Use and Availability","ASKING ABOUT FLOWER DROP IN PIGEON PEA ?","SPRAY CALSIBOR 30 GM /15 LITERS OF WATER","MAHARASHTRA","WASHIM","MANGRULPIR                                        ","2018-10-19 17:06:35.330"
"KHARIF","AGRICULTURE","Pulses","Pigeon pea (red gram/arhar/tur)","Bio-Pesticides and Bio-Fertilizers","ATTACK OF LEAF EATING CATERPILLAR ?","Spray Neem Solution 15 ml/15 Liter of Water.","MAHARASHTRA","WASHIM","RISOD                                             ","2018-10-19 17:50:46.937"
"KHARIF","AGRICULTURE","Pulses","Pigeon pea (red gram/arhar/tur)","Bio-Pesticides and Bio-Fertilizers","ATTACK OF LEAF EATING CATERPILLAR ?","Spray Neem Solution 15 ml/15 Liter of Water.","MAHARASHTRA","WASHIM","RISOD                                             ","2018-10-19 17:50:46.937"
"RABI","AGRICULTURE","Others","Others","Weather","ASKING ABOUT SUBSIDY ON AGRICULTURAL EQUIPMENTS ?","25-50 %SUBSIDY ON AGRICULTURAL EQUIPMENT MORE DETAIL PLEASE VISIT YOUR TAHASIL AGRICULTURE OFFICER.","MAHARASHTRA","WASHIM","RISOD                                             ","2018-10-19 18:00:05.170"
"RABI","AGRICULTURE","Others","Others","Weather","ASKING ABOUT SUBSIDY ON AGRICULTURAL EQUIPMENTS ?","25-50 %SUBSIDY ON AGRICULTURAL EQUIPMENT MORE DETAIL PLEASE VISIT YOUR TAHASIL AGRICULTURE OFFICER.","MAHARASHTRA","WASHIM","RISOD                                             ","2018-10-19 18:00:05.170"
"RABI","AGRICULTURE","Others","Others","Market Information","ASKED ABOUT MARKET RATE OF SOYABEAN  ?","MARKET RATE OF  SOYABEAN - 2900-3150	 RS/QUINTAL","MAHARASHTRA","WASHIM","WASHIM                                            ","2018-10-19 18:30:05.650"
"RABI","AGRICULTURE","Others","Others","Market Information","ASKED ABOUT MARKET RATE OF SOYABEAN  ?","MARKET RATE OF  SOYABEAN - 2900-3150	 RS/QUINTAL","MAHARASHTRA","WASHIM","WASHIM                                            ","2018-10-19 18:30:05.650"
"RABI","AGRICULTURE","Others","Others","Weather","Asking about weather forecast?","Today's weather Partly cloudy and no Possibility of Rainfall.","MAHARASHTRA","WASHIM","MANGRULPIR                                        ","2018-10-19 18:47:59.120"
"RABI","AGRICULTURE","Others","Others","Weather","Asking about weather forecast?","Today's weather Partly cloudy and no Possibility of Rainfall.","MAHARASHTRA","WASHIM","MANGRULPIR                                        ","2018-10-19 18:47:59.120"
"KHARIF","AGRICULTURE","Others","Others","Weather",".Asking about weather forecast ?","THIS WEEK WEATHER IS CLOUDY AND NO RAINFALL CHANCES DURING THIS WEEK.","MAHARASHTRA","WASHIM","MANGRULPIR                                        ","2018-10-19 19:05:18.413"
"KHARIF","AGRICULTURE","Others","Others","Weather",".Asking about weather forecast ?","THIS WEEK WEATHER IS CLOUDY AND NO RAINFALL CHANCES DURING THIS WEEK.","MAHARASHTRA","WASHIM","MANGRULPIR                                        ","2018-10-19 19:05:18.413"
"KHARIF","AGRICULTURE","Others","Others","Weather","Asking about weather forecast ?","This week weather will remain partly cloudy, there will be possibility of rain in some places.","MAHARASHTRA","WASHIM","WASHIM                                            ","2018-10-19 19:35:39.923"
"KHARIF","AGRICULTURE","Others","Others","Weather","Asking about weather forecast ?","This week weather will remain partly cloudy, there will be possibility of rain in some places.","MAHARASHTRA","WASHIM","WASHIM                                            ","2018-10-19 19:35:39.923"
