"Season","Sector","Category","Crop","QueryType","QueryText","KCCAns","StateName","DistrictName","BlockName","CreatedOn"
"KHARIF","AGRICULTURE","Fiber Crops","Cotton (Kapas)","	Plant Protection	","PREPARATION OF JIVAMRUT?","For preparation of jivamrut use 10 kg cow dung + 10 liter cow urine + 2 kg flour mill  + 2 kg jaggary + 200 liter water skake well morning and evening till 4 -6 days.","MAHARASHTRA","BULDANA","NANDURA                                           ","2018-10-01 09:59:47.553"
"KHARIF","AGRICULTURE","Fiber Crops","Cotton (Kapas)","	Plant Protection	","PREPARATION OF JIVAMRUT?","For preparation of jivamrut use 10 kg cow dung + 10 liter cow urine + 2 kg flour mill  + 2 kg jaggary + 200 liter water skake well morning and evening till 4 -6 days.","MAHARASHTRA","BULDANA","NANDURA                                           ","2018-10-01 09:59:47.553"
"KHARIF","AGRICULTURE","Others","Others","Weather","Asking about weather forecast Tahsil ?","Tahsil Weather Report- This week weather is cloudy and Possibility  light Rainfall .","MAHARASHTRA","BULDANA","MEHKAR                                            ","2018-10-01 10:05:18.197"
"KHARIF","AGRICULTURE","Others","Others","Weather","Asking about weather forecast Tahsil ?","Tahsil Weather Report- This week weather is cloudy and Possibility  light Rainfall .","MAHARASHTRA","BULDANA","MEHKAR                                            ","2018-10-01 10:05:18.197"
"KHARIF","AGRICULTURE","Others","Others","Weather","ASKING ABOUT WEATHER REPORT TAHSIL?","TAHSIL WEATHER REPORT-THIS WEEK WEATHER IS CLOUDY AND   LIGHT RAINFALL CHANCES DURING THIS WEEK","MAHARASHTRA","BULDANA","SINDKHEDRAJA","2018-10-01 10:22:11.390"
"KHARIF","AGRICULTURE","Others","Others","Weather","ASKING ABOUT WEATHER REPORT TAHSIL?","TAHSIL WEATHER REPORT-THIS WEEK WEATHER IS CLOUDY AND   LIGHT RAINFALL CHANCES DURING THIS WEEK","MAHARASHTRA","BULDANA","SINDKHEDRAJA","2018-10-01 10:22:11.390"
"KHARIF","AGRICULTURE","Fiber Crops","Cotton (Kapas)","Fertilizer Use and Availability","ASKED ABOUT FERTILIZER SPRAY ON COTTON ?","SPRAY 00 52 34  60 GM +  MICROLLA 30 ML  /15 Lit of Water.","MAHARASHTRA","BULDANA","SANGRAMPUR                                        ","2018-10-01 10:22:46.537"
"KHARIF","AGRICULTURE","Fiber Crops","Cotton (Kapas)","Fertilizer Use and Availability","ASKED ABOUT FERTILIZER SPRAY ON COTTON ?","SPRAY 00 52 34  60 GM +  MICROLLA 30 ML  /15 Lit of Water.","MAHARASHTRA","BULDANA","SANGRAMPUR                                        ","2018-10-01 10:22:46.537"
"KHARIF","AGRICULTURE","Others","Others","Weather","ASKING ABOUT WEATHER REPORT TAHSIL?","TAHSIL WEATHER REPORT-THIS WEEK WEATHER IS CLOUDY AND   LIGHT RAINFALL CHANCES DURING THIS WEEK","MAHARASHTRA","BULDANA","D. RAJA","2018-10-01 10:33:39.510"
"KHARIF","AGRICULTURE","Others","Others","Weather","ASKING ABOUT WEATHER REPORT TAHSIL?","TAHSIL WEATHER REPORT-THIS WEEK WEATHER IS CLOUDY AND   LIGHT RAINFALL CHANCES DURING THIS WEEK","MAHARASHTRA","BULDANA","D. RAJA","2018-10-01 10:33:39.510"
"KHARIF","HORTICULTURE","Fruits","Mango","	Plant Protection	","ASKING ABOUT  DRENCHING for fungal attack on mango  ?","DRENCHING OF BLUE COPPER 40 GM + HUMIC ACID 30 ML/15 LITER WATER.","MAHARASHTRA","BULDANA","KHAMGAON                                          ","2018-10-01 10:43:58.020"
"KHARIF","HORTICULTURE","Fruits","Mango","	Plant Protection	","ASKING ABOUT  DRENCHING for fungal attack on mango  ?","DRENCHING OF BLUE COPPER 40 GM + HUMIC ACID 30 ML/15 LITER WATER.","MAHARASHTRA","BULDANA","KHAMGAON                                          ","2018-10-01 10:43:58.020"
